Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Chevrolet,Lumina Minivan,1995,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,N/A,Compact,Passenger Minivan,21,17,1385,2000
Chevrolet,Lumina Minivan,1995,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,N/A,Compact,Cargo Minivan,21,17,1385,2000
Mitsubishi,Expo,1995,regular unleaded,136,4,AUTOMATIC,four wheel drive,4,Hatchback,Compact,4dr Hatchback,21,17,436,2000
Ford,Aerostar,1996,regular unleaded,140,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Minivan,21,15,5657,2000
Ford,Aerostar,1996,regular unleaded,140,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Minivan,21,15,5657,2000
Ford,Aerostar,1997,regular unleaded,140,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Minivan,21,15,5657,2000
Mercedes-Benz,C43 AMG,1998,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,Performance",Compact,Sedan,21,16,617,4472
Lexus,GS 400,1998,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,21,15,454,3542
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,3094
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,2996
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2898
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2885
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2817
Mazda,B-Series Pickup,1998,regular unleaded,150,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,21,15,586,2756
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,2740
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2668
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2653
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2639
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2580
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2430
Plymouth,Prowler,1999,regular unleaded,253,6,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,21,15,535,20105
Mercedes-Benz,E55 AMG,1999,regular unleaded,349,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,21,15,617,5878
Mercedes-Benz,C43 AMG,1999,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,Performance",Compact,Sedan,21,16,617,4661
Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,3119
Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,2946
Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,2853
GMC,Jimmy,1999,regular unleaded,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,21,15,549,2038
Plymouth,Prowler,2000,regular unleaded,253,6,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,21,15,535,20901
Mercedes-Benz,E55 AMG,2000,regular unleaded,349,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,21,15,617,6120
Mercedes-Benz,C43 AMG,2000,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,Performance",Compact,Sedan,21,16,617,5739
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,3289
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,3107
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,3032
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,21,16,586,2689
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,21,16,586,2413
GMC,Jimmy,2000,regular unleaded,190,6,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,21,15,549,2322
Chrysler,Prowler,2001,premium unleaded (required),253,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,21,15,1013,44625
Plymouth,Prowler,2001,premium unleaded (required),253,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,21,15,535,44625
Lexus,RX 300,2001,premium unleaded (required),220,6,AUTOMATIC,four wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,454,35705
Lexus,RX 300,2001,premium unleaded (required),220,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,17,454,33955
Mazda,B-Series,2001,regular unleaded,150,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,15,586,18485
Mazda,B-Series,2001,regular unleaded,150,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,21,15,586,17545
Mazda,B-Series,2001,regular unleaded,150,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,21,15,586,17225
Mazda,B-Series,2001,regular unleaded,150,6,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,21,15,586,15125
Mazda,B-Series,2001,regular unleaded,150,6,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,21,15,586,14990
Lotus,Esprit,2002,premium unleaded (required),350,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,613,89825
Chrysler,Prowler,2002,premium unleaded (required),253,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,21,16,1013,44625
Lexus,RX 300,2002,regular unleaded,220,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,454,35705
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,34040
Lexus,RX 300,2002,regular unleaded,220,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,17,454,33955
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,31630
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,28900
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,27460
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,26375
Mitsubishi,Montero Sport,2002,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,436,25637
Mitsubishi,Montero Sport,2002,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,436,22777
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,22340
Ford,Windstar Cargo,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,3,N/A,Midsize,Cargo Minivan,21,16,5657,20585
Mazda,Truck,2002,regular unleaded,147,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,21,17,586,18090
Mazda,Truck,2002,regular unleaded,147,6,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,21,17,586,15670
Lotus,Esprit,2003,premium unleaded (required),350,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,613,90825
Audi,allroad quattro,2003,regular unleaded,250,6,MANUAL,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,Wagon,21,14,3105,39950
Lexus,RX 300,2003,regular unleaded,220,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,454,36925
Lexus,RX 300,2003,regular unleaded,220,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,17,454,35125
Mitsubishi,Montero Sport,2003,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,436,25637
Chevrolet,Blazer,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,15,1385,24695
Mitsubishi,Montero Sport,2003,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,436,22907
Chevrolet,Astro Cargo,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,21,15,1385,22050
GMC,Safari Cargo,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,21,15,549,22050
Mazda,Truck,2003,regular unleaded,147,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,17,586,19215
Mazda,Truck,2003,regular unleaded,147,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,21,17,586,18885
Mazda,Truck,2003,regular unleaded,147,6,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,21,17,586,16975
Lotus,Esprit,2004,premium unleaded (required),350,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,613,93225
Volkswagen,Phaeton,2004,premium unleaded (recommended),335,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,21,14,873,64600
Audi,allroad quattro,2004,regular unleaded,250,6,MANUAL,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,Wagon,21,14,3105,39950
Ford,Thunderbird,2004,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,21,15,5657,38480
Ford,Thunderbird,2004,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,21,15,5657,37435
Subaru,Baja,2004,premium unleaded (required),210,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,16,640,26295
Suzuki,XL-7,2004,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,25799
Subaru,Baja,2004,premium unleaded (required),210,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,16,640,24995
Suzuki,XL-7,2004,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,23799
Suzuki,XL-7,2004,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,22599
Suzuki,XL-7,2004,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,21099
Suzuki,Vitara,2004,regular unleaded,165,6,MANUAL,rear wheel drive,4,N/A,Compact,4dr SUV,21,17,481,16999
Volkswagen,Phaeton,2005,premium unleaded (recommended),335,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,21,14,873,74600
Volkswagen,Phaeton,2005,premium unleaded (recommended),335,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,21,14,873,66950
Audi,allroad quattro,2005,regular unleaded,250,6,MANUAL,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,Wagon,21,14,3105,40250
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155,33855
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,32755
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155,30990
Pontiac,Montana,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,210,30210
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,29030
Pontiac,Montana,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,210,27700
Subaru,Baja,2005,premium unleaded (required),210,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,16,640,27245
Suzuki,XL-7,2005,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,26099
Subaru,Baja,2005,premium unleaded (required),210,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,16,640,25345
Suzuki,XL-7,2005,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,24099
Suzuki,XL-7,2005,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,23399
Suzuki,XL-7,2005,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,22899
Suzuki,XL-7,2005,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,21899
Suzuki,XL-7,2005,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,21399
Volkswagen,Phaeton,2006,premium unleaded (required),335,8,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,21,14,873,74350
Volkswagen,Phaeton,2006,premium unleaded (required),335,8,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,21,14,873,66700
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,37695
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,37695
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,35895
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,35895
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,35695
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,35695
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,34295
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,34295
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,34195
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,34195
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,33895
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,33895
Chevrolet,Uplander,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,1385,33250
Buick,Terraza,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155,33250
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,32395
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,32395
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,32295
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,32295
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,30695
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,30695
Buick,Terraza,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155,30250
Ford,Freestar,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,29575
Buick,Rendezvous,2006,regular unleaded,195,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,155,27780
Pontiac,Montana SV6,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,210,27750
Subaru,Baja,2006,premium unleaded (required),210,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,16,640,27495
Ford,Freestar,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,26615
Subaru,Baja,2006,premium unleaded (required),210,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,16,640,25595
Suzuki,XL-7,2006,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,25499
Suzuki,XL-7,2006,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,23699
Suzuki,XL-7,2006,regular unleaded,185,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,16,481,21999
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,37295
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,37295
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,35495
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,35495
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,34495
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,34495
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,33495
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,33495
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,32495
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,32495
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,31995
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,31749
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,29995
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,29575
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,29549
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,28649
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,28349
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,27549
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,26999
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,26665
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,26199
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,25949
Suzuki,XL7,2007,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,481,24599
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,23705
Mazda,B-Series Truck,2007,regular unleaded,148,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,586,21430
GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,549,20750
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,1385,20515
GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,549,20310
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,1385,20075
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Cargo Minivan,21,15,5657,19700
Mazda,B-Series Truck,2007,regular unleaded,148,6,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,21,16,586,19675
Mazda,B-Series Truck,2007,regular unleaded,148,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,586,19040
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,1385,16115
GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,549,16115
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,1385,15840
GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,549,15840
Cadillac,XLR-V,2008,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14,1624,100660
Cadillac,XLR-V,2008,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14,1624,99160
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,21,15,617,63200
Infiniti,M45,2008,premium unleaded (required),325,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,21,16,190,50250
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,21,15,617,64800
Infiniti,M45,2009,premium unleaded (required),325,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,21,16,190,52150
Infiniti,FX35,2009,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,43600
GMC,Envoy,2009,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,15,549,36535
Ford,Explorer Sport Trac,2009,regular unleaded,292,8,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Compact,Crew Cab Pickup,21,15,5657,31145
Ford,Explorer Sport Trac,2009,regular unleaded,292,8,AUTOMATIC,rear wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,15,5657,31145
Kia,Borrego,2009,regular unleaded,276,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,16,1720,29995
Kia,Borrego,2009,regular unleaded,276,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,16,1720,28295
Kia,Borrego,2009,regular unleaded,276,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,17,1720,27995
Ford,Explorer Sport Trac,2009,regular unleaded,292,8,AUTOMATIC,rear wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,15,5657,27295
Kia,Borrego,2009,regular unleaded,276,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,17,1720,26245
Dodge,Nitro,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,26220
Dodge,Nitro,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,23900
Ford,Ranger,2009,regular unleaded,207,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,15,5657,21675
Ford,Ranger,2009,regular unleaded,207,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,15,5657,21050
Ford,Ranger,2009,regular unleaded,207,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,21,15,5657,20405
Infiniti,M45,2010,premium unleaded (required),325,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,21,16,190,52150
